Geneid,ddb_pd_005_DDB_PD_005_AMBR_7__S02_RNAseq,ddb_pd_005_DDB_PD_005_AMBR_7__S07_RNAseq,ddb_pd_005_DDB_PD_005_AMBR_8__S02_RNAseq,ddb_pd_005_DDB_PD_005_AMBR_R7__S02_RNAseq,ddb_pd_005_DDB_PD_005_AMBR_R7__S10_RNAseq,ddb_pd_005_DDB_PD_005_AMBR_R8__S07_RNAseq,ddb_pd_005_DDB_PD_005_AMBR_R8__S10_RNAseq,ddb_pd_023_DDB_PD_023_AMBR_R1__S02_RNAseq,ddb_pd_023_DDB_PD_023_AMBR_R1__S07_RNAseq,ddb_pd_023_DDB_PD_023_AMBR_R1__S10_RNAseq,ddb_pd_023_DDB_PD_023_AMBR_R2__S02_RNAseq,ddb_pd_023_DDB_PD_023_AMBR_R2__S07_RNAseq,ddb_pd_023_DDB_PD_023_AMBR_R2__S10_RNAseq,ddb_pd_023_DDB_PD_023_AMBR_R3__S02_RNAseq,ddb_pd_023_DDB_PD_023_AMBR_R3__S07_RNAseq,ddb_pd_023_DDB_PD_023_AMBR_R3__S10_RNAseq,ddb_pd_023_DDB_PD_023_AMBR_R4__S02_RNAseq,ddb_pd_023_DDB_PD_023_AMBR_R4__S07_RNAseq,ddb_pd_023_DDB_PD_023_AMBR_R4__S10_RNAseq,ddb_pd_038_DDB_PD_038_AMBR_R7_S03_RNA_seq,ddb_pd_038_DDB_PD_038_AMBR_R7_S07_RNA_seq,ddb_pd_038_DDB_PD_038_AMBR_R7_S11_RNA_seq,ddb_pd_038_DDB_PD_038_AMBR_R8_S03_RNA_seq,ddb_pd_038_DDB_PD_038_AMBR_R8_S07_RNA_seq,ddb_pd_038_DDB_PD_038_AMBR_R8_S11_RNA_seq
b0197,10.453185453526656,10.194006545570918,10.510895750099417,10.25685939529007,10.07041422870211,10.028741168632159,9.750023474631124,10.298052586264339,9.886443024070834,9.763729853059736,10.25463318409838,9.696273248385355,9.611275572809427,10.253523513811144,9.915760165106743,9.701583657886088,10.350024829722745,9.730759201990937,9.818312123304334,10.439177985921358,9.295561274382592,9.43169588625954,10.584510517588258,9.796306055686102,9.680329172728253
b0198,7.439404276514053,6.998126745536301,6.995665816600722,7.957742523240456,7.465885972630293,7.374114714879799,6.922414297230159,7.874501055139264,7.382430479155014,7.243970502472246,7.878322881396615,7.261956737656379,7.085032983015179,7.86918327296706,7.339230932833093,7.188571770883284,7.885511731970583,6.846244937503743,7.343840074512194,7.990550380626811,6.637750790909042,6.784177759434732,7.6649799413563136,6.702397043797177,7.071773828773544
b0199,7.829933574422468,7.350109345364468,7.568189234221543,7.892588175715322,7.222987047217059,7.334568130424615,7.0341135421275105,7.956287163679401,7.546637944267498,7.202882321071758,7.966150280426487,7.40358594499173,7.2567905986954,7.961540792378675,7.401284795255279,7.242162161435398,7.9591930731094225,7.028377514473587,7.248250789485684,8.079329888989262,6.893052542701047,7.123332610868922,7.872606693939773,7.111786787281845,7.2869291960078195
b0200,7.354988643510004,7.103037546755992,7.600259999256127,7.49111435850441,7.265816497092815,7.3939313829145235,7.413748796822005,7.223941211300715,7.026672220271837,7.200691684407737,7.2289648358246765,7.0019717160563,7.099189329354147,7.156497488676053,7.0017203165613955,7.277416812166908,7.184907958775932,7.177465869053315,7.212837127712876,6.930033499374083,6.693781785957141,6.404445271363496,6.823586652347329,6.719714773604853,6.6489307771355
b0207,3.70088100833131,4.715647009448802,3.767577513099026,4.007119404620364,4.964274748321558,5.0081591655488635,5.23558982195095,3.56707211416056,4.6896360468162674,5.143447288198793,3.5830423710741113,5.015578756903465,5.43978411226701,3.8495604508722625,4.747727677209797,4.928899424044656,3.5851739098407536,4.606750800418585,4.7690062429739575,3.5001333626478153,4.787457206421967,5.04270850065673,4.009986497333463,4.596739867336122,4.677881074658345
b0208,5.055433050352273,5.08233015046506,5.089210668519631,4.8301627813912456,5.163860581483395,4.507483388752693,5.083032857771727,4.86658351757407,4.981485430781791,5.108810062766349,4.880032684358526,4.95058837706206,4.8828160529255875,4.98876134063276,4.965263616940877,4.981576578578507,4.9145566023209994,5.09120818965285,5.253480770453962,4.507940180230943,4.659680640981733,4.704007069825264,4.750257260230008,4.529641573288994,4.795812336330472
b0209,7.226600084823122,7.028563047548962,7.208289105386991,7.10035382448645,7.175207450566896,7.051496825764716,6.934126001876488,6.999065380579072,7.161746681287848,7.181069539936441,7.093711740475368,7.072060102346844,7.144051178600742,7.087981685613731,7.305002727401702,7.1688676762970385,7.205901477479094,7.315139981914662,7.239824739924645,6.185539111741683,6.748547962073948,6.8016670679415405,6.2591600295552,6.995997694388191,6.7468756833874775
b0210,5.042465508709845,5.028541088629931,5.195323522658054,4.913768372965529,4.933006682108823,4.284942176600785,4.759108991328628,4.987283977145166,4.69780076051477,5.2787249177980735,5.119663189495857,4.937281529792918,5.032308718395639,4.945384407077835,5.2947859330751665,5.4854113580603485,4.909189072578128,5.429240648009011,5.095819464574687,4.226525413034202,4.710288239454603,5.2214995201518155,4.310489308061171,4.812231652128537,5.05539992026639
b0211,9.07264047095404,9.728128222319727,9.26902937350529,8.89204911425709,10.296699242515839,9.449293666877125,10.135804450477089,9.417187562218723,9.690756074271004,10.374103336629998,9.353694969539163,9.648283608065467,10.303023387735553,9.366042508996422,9.669201522474793,10.61186159795442,9.33636130297402,9.945539744976518,10.666527835242533,9.388786831131856,9.135699679127972,10.54150463436731,9.303747676396089,9.185833957576735,10.598210801369802
b0212,6.568331098049757,6.873151718367528,6.833617432253206,6.099771507046745,6.9585970480637,6.439593150234516,6.5580188891554725,6.281068106575646,6.43281191284118,6.613898187417883,6.275038639025821,6.212396969463704,6.5465929503872236,6.372995060608072,6.810322276942629,6.771315813489881,6.467025260274777,6.733708284800128,6.669954865780866,6.098544791457509,6.033326396729771,6.379130923068227,6.465180324416597,6.632515684588046,6.7386416936344515
b4815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0213,4.990025099462205,4.689654898152931,5.147500177327776,4.641258437718447,5.14985819822186,4.68749468851635,5.2438598412649124,5.044317149791823,4.885233790121848,4.826626445551625,4.818391602754977,5.10243351601236,4.95365400445769,4.873997001618729,4.64454125995812,5.037618746154614,5.141441399548273,5.078692609968669,5.115154144337755,4.65622072219961,5.102029665546512,4.460715516945258,4.4508544019772875,5.015263873705282,4.57004999009801
b0214,5.468896468377592,4.879359443825793,4.870302174030936,6.19307215217085,5.834996561862132,5.414952554382008,5.3390720832702225,5.845366102776335,5.63216929692737,5.776834433217452,6.12637424003047,5.533866147674853,5.653907165775537,5.844216838859583,5.5892212367304115,5.738293771795073,6.175205575717805,6.136859078840985,5.903871054087202,6.102880966120042,5.935363248235125,5.23286945648078,6.104994660846559,5.490171950452892,5.554440458379111
b0215,6.914599737447519,6.726847196858243,6.96306431842323,7.123230609625869,6.988029696585186,6.933441510267735,7.055836235488399,6.958252157556253,6.765386896330188,6.908416561740444,6.931537469942081,6.790936310104891,6.869167398751899,6.919065923452768,6.948787776833943,6.984009200970238,6.952100026334147,7.162593475904853,7.16863557174649,6.693032595512492,7.076394082195569,6.972312378244649,6.712432040541722,7.173383261014948,6.81263840188731
b0217,2.338890161913006,2.5090433581726637,2.910602947771089,2.434826523044384,2.012832046421708,2.4741789738636046,2.195472646201009,2.4701900589088988,2.4466788858719455,2.0901221030040973,2.0544483103709954,1.7254602783938975,2.3778656509332947,2.256634422745521,2.0776048251366976,1.9028928254853241,2.6667845637599887,3.0747337819849196,1.9315473677389408,2.5665195387880493,2.5422240537906915,2.057927861961762,1.6976787843688816,1.4719949033037127,1.9614385715856932
b4586,0.2217790505472487,0.20246617308591194,0.0,0.0,0.0,0.0,0.5943740764100207,0.0,0.0,0.6569319009066752,0.0,0.46231170892961626,0.0,0.0,0.46126535848279276,0.0,0.9307694323199361,1.8717559960185755,0.5048722763819103,0.0,1.089954512734267,0.8979955318109263,1.1536324376586973,0.7876435824470052,0.0
b0219,5.8682965866384,6.064802230580529,5.875009865168945,5.749255475126141,5.846753911594142,5.77287220333709,5.755024808802047,5.922895595569034,5.965614886633956,5.857965352879449,5.927972814767326,5.952100037271768,5.807871946417416,6.059427681729116,5.95926049268216,6.008492912029535,6.02116706767683,6.125936720657169,5.955126312832401,5.412469995574351,6.217805294673295,5.528447898570387,4.953771660150024,6.056595351151533,5.4929821703498005
b0220,8.374287666674064,7.923771268742463,8.36380068403332,8.274981414706495,7.269654549085191,8.256198476288311,7.682595980559863,7.972537570804222,8.020873046026267,7.419906694037783,7.996043677570795,8.245936178315569,7.473049123994458,8.012553103300277,7.915020083245136,7.374543172755384,7.928345092440919,7.679003707075814,7.345705678167726,7.322094038070695,8.834375162498883,7.985338871915775,7.3782067719219455,8.542133370438453,7.450372985813651
b0221,4.383157533522769,7.284483703104777,4.397638548938766,4.727979209607482,7.614736854011761,7.597691614344596,7.348644676235747,4.708299531108996,7.168841473521075,7.301553153091155,4.726482938290657,7.0768734520277485,7.164523403876369,4.7109656429688815,7.3999905829427295,7.451561176466962,4.839822818990534,7.45575691003457,7.542318252936086,3.8868920515750895,7.396728909890445,7.039843261130625,3.7722120791706857,7.3765654647032814,7.24954796909931
b0222,7.868350314228388,7.925174908504883,7.7433978671987305,8.436679387726814,8.674578914637559,8.488133137978078,8.580677485584102,8.032011164523256,8.21339475192658,8.380115662480641,8.006076841178302,8.247094258426259,8.418230463561432,8.084938865629125,8.24625780585026,8.515862960449974,7.933283927907547,8.438249307647222,8.422675752798503,8.069758145187793,8.244254963500675,8.14728596246635,7.811917307751709,8.033419575670699,8.1901809920135
b0223,6.263323810881752,5.905619272072577,6.359889842887072,6.399858390670771,6.3929803908841265,5.857879647629473,6.051379805980702,6.385845587694352,5.923213337090479,6.219798809163279,6.44527983749861,5.9017595382881245,6.1940602775113796,6.400070916986174,6.018185247227961,6.305167295125246,6.313705546812299,6.230622002698668,6.280380278289032,6.34246717317895,6.010955918398887,5.583502773018153,6.147955090116648,5.971117476318023,5.976851416972749
b0224,7.210868208964276,7.613966052905997,7.245572735820201,7.0431856856353665,7.9374715681042485,7.6761849106109485,7.9163827414157595,7.214720393492082,7.848536107950385,7.948956212468793,7.1805088468399525,7.850302335169842,8.088438606560848,7.127338473454124,7.89167635159026,8.094180900493694,7.203363860573284,8.362363136885538,8.115309060269235,6.866014614169055,7.244236524838693,8.09386769383015,6.956911948734647,7.480537797222203,7.780930959209576
b0225,6.424718837564956,5.812778909583288,6.619724301740692,5.135138763440946,6.084560990162227,6.118151385904756,5.973517527179666,6.493134167797924,6.102694083951669,6.183638399770596,6.3878772613619335,5.925755990677336,6.1802538957822675,6.371601143516264,5.858949742671931,6.076691780800054,6.077379963538769,5.586975845392746,6.340118023859406,5.8695472319650195,5.658668149421748,5.658733745833808,5.9566369691862535,5.973808886663713,5.623490754630577
b0226,6.806495554417308,6.881772784440432,6.579400559960188,7.691466707558467,7.448735532294728,7.638111984646473,7.1603320693116,7.722470026209969,7.808701717297328,7.695545160359723,7.879441071898746,7.7983874143274114,7.797811509172362,7.774859534788123,7.785552017134487,8.070493129041152,7.869061207915989,8.326639839803,8.21007959567167,6.9931155904698645,8.024946347336225,7.5164145840583325,6.448593022065606,7.453687309582571,7.620528862853532
b0227,2.634852262036161,3.1233315595706688,2.5317123254429323,3.509909861418487,2.1604926571156837,3.1632900109239763,2.7463030612880357,2.8768656372891916,3.196013459460554,2.9687239055888432,2.6239664611339917,2.659624913301026,2.8227364938554445,3.0522391161243374,3.3105454214153167,3.051065791167859,2.6369712358916866,3.2496407889708037,3.2192327897966138,2.5642336291282115,3.4741650407555817,2.7062521663494334,1.7448017927723198,3.488725346952783,2.8210723020237896
b0228,4.529990354588109,5.0293432144051575,4.389683716584729,4.331127841555358,5.477601811044471,5.077317035481331,5.467355891194823,4.1902052663325025,4.791754411497858,4.935489524991381,3.7489333524285624,4.8597335654139915,4.877444533597566,3.8886459121192734,4.762638993895959,5.0413723668775114,3.9596694763562605,4.69509976084972,5.092375109893,3.912871175834644,4.542350645840021,4.651665341095898,4.065188428752592,4.857985970540829,4.863612082454684
b0231,3.8373035240180484,3.923727204237533,3.767270601525655,3.2017142707158928,4.12375889049751,3.9013790820097403,3.863592409057094,3.7299242343348284,3.8499280445980504,4.0586067120819145,3.751775834712821,3.9629928806616483,3.861864361883404,3.8252552143672465,4.036718816445698,4.2744376599746525,3.739689660127807,3.7845824701434383,4.225905474072525,3.429344043388517,3.678045505335282,3.8158782674139933,3.361527382941989,3.741931333344018,3.6742913440330067
b0232,4.72803609751036,5.05413524525499,5.0167005850848785,4.781853437274102,5.4281213663675745,5.555193917031123,5.046389124932151,4.7349973143125155,5.05020832117222,5.085584710969937,4.319860616778545,4.574043615499003,5.0930803891844985,4.670069823220644,5.2443545332051285,5.189614094110963,4.653507065026807,5.134204366002362,5.051009301025285,4.352756274466995,4.6412867043354185,4.341036087841268,4.345476228434278,3.9838127938999963,4.143004594509476
b0233,4.169275394308273,3.6132332683919075,4.709922101201102,4.01725641777562,4.0199027904170155,3.903292673285354,3.434698491295676,4.021561719798508,3.5803431703680957,3.8082671745533334,3.5695487961802965,4.040079928554888,4.06614638384968,3.8400193197021086,3.954513922029957,3.956984455620171,3.7394666358684643,3.786484495857638,3.654586826913775,3.5389415067014247,3.1932693808815906,3.218802269972569,3.620092103646118,3.521584482387383,2.542190368330874
b0234,3.464181210464996,2.9155949775184133,3.6740246093248525,2.7516625535217782,2.408606695588649,2.4308795316211245,2.4118684578900242,3.4491887710104616,2.843817108770696,3.0850810808116913,3.2029440021606876,2.8081660666208106,2.9240472679276603,3.3178930914546125,3.101797404792881,3.0553873685727555,3.3621886277644206,3.1782855050794048,2.759501930633342,2.8282918052870607,3.317533990677053,2.311718783500217,2.7275937191379764,2.2772991890625787,2.9198270599983314
b0237,8.777470657333035,8.530349043971515,8.876668961099329,8.800466401981417,8.710514446071302,8.70372614079036,8.650350240550145,8.788573144385687,8.415894562568877,8.498093269618115,8.725874065390888,8.434019772848362,8.45622014600053,8.743413350484476,8.440033703874473,8.47077358388068,8.718025787560245,8.479832940642,8.418980969845096,8.521332554352751,8.499063988508079,8.007941180828537,8.391432869381546,8.37567926090398,8.233997652624224
b0238,7.554436239987548,6.0799435088066796,7.069271300702568,8.12069473054595,7.053672032491722,6.726590181695063,7.114270536866908,7.958216681110201,6.488770501218477,7.093279572531141,8.031130969535154,6.712774037691438,7.231126266250076,8.013853067977312,6.346479672835209,7.2769972616552,8.010343941812762,7.480721738410637,7.110054625474475,7.542991516939901,6.821833026094446,6.752918356689264,7.445680823134247,6.623415642579234,6.746530367909623
b0239,5.714490903256738,5.558305203866988,5.781346107951422,6.12640702597933,5.617288638370093,5.367124969894769,5.5300677523694,5.834531243983281,5.59978959915468,5.64147307400186,5.851660582112522,5.5507733804038795,5.613358677021464,5.845530033919152,5.683770428284544,5.802575893925154,5.794638743874673,5.7635107655121045,5.830186526709079,5.541994580631715,5.591377162472885,5.023038257272546,5.306039291905706,5.421564977777173,5.522980404580232
b0240,7.2647042747832264,6.492637697926629,6.952782616197554,8.53728171036665,7.954978550664935,6.444937056842622,7.551346432255269,7.542818604537606,7.086507399272661,7.146209827990683,7.866655497603421,7.1423528593510355,7.208978998290913,7.813668570993047,7.058053442291359,7.340823334454664,7.7475421069457076,7.368393100634719,7.439640156438032,7.482785445795773,7.134259948120038,6.851032740716977,7.351583010962451,6.635514781326125,7.058996588240501
b4710,1.454616267361481,2.0047792493674472,2.604906426521405,2.149391191226097,2.519618298021361,2.306778363459103,1.9683644329777261,1.631517794748353,1.7781370557772262,2.234968381256515,1.913284491648134,2.200880029707226,1.5212474502092779,2.1413574191447915,2.0804105387731835,2.3056358033817688,2.3299749675541914,2.417513411080142,2.0677638524591186,1.675333545731736,0.6205521151767461,0.8658057898409194,2.0392907069701374,1.7743514628882953,1.2563684971052098
b4709,3.949500475911513,3.5211700052910526,4.084631923107018,4.7060165938264475,3.9939192951382165,3.946538271192921,3.540977934546434,4.150908530969738,3.39342035983169,4.048456341816032,4.201780375859828,3.4401931330048585,3.8168801789012763,4.026116531973782,3.946238366917791,3.4857585899445698,3.8211665588595625,3.6128058143659345,3.576567538458708,3.060895176001191,2.300363907724159,2.701819151058552,3.451523026669114,2.5974577465647366,2.9954622127290516
b0241,1.283987583037144,1.0195255164633943,0.8289501496971468,1.7908361799425947,1.0193959120219431,1.0911904941524757,1.1855770233920855,1.2491826228059266,0.7335113140917726,1.0800638325248408,1.386194558960238,0.7543008860889319,1.131094921926889,1.7521067897625133,1.2448844186224406,1.0690177633078295,1.737422654771231,1.7731438169144345,1.3354993148099872,1.2607112836367693,1.3443171492323205,0.6072173650837239,1.2009811307423455,1.1079568711769314,0.9959202509827915
b0242,7.254073168968936,7.20812995586584,7.311159363693285,7.533978044620342,7.366875309377534,7.4098183029450855,7.36559960641278,7.3478002109364455,7.189799479489589,7.226486131698984,7.297706314570958,7.130412957069821,7.250564341961567,7.292364842766182,7.27894381223704,7.370177506545529,7.337785939036968,7.552131458059976,7.234232768776702,7.279934413772675,7.405693717856365,7.208633390818045,7.306178957378342,7.281378315894536,7.321887380398481
b0243,6.6903961164640595,6.55581392595497,6.55213361733218,7.000730039092783,6.771959667040027,6.779326861179773,6.82035090830086,6.811535286510713,6.745613387493608,6.694831534205523,6.634396904854944,6.853768487735677,6.787940578761306,6.801826111518532,6.78354862421526,6.903877003053224,6.801513562241773,7.032101404994163,6.845885595674504,6.738938032572867,7.01230398905561,6.463629483716607,6.407943191119764,6.673130710558358,6.663093435311179
b0245,1.3964635634309217,1.4284972361281407,1.4843758054164693,2.600311700177393,2.2647059546051747,1.1134025881983858,1.4796615338605488,1.8897912657856573,2.3483302208578434,1.6897284130618266,1.8945728344910049,1.8682367365777663,1.9093377177998319,1.7160672045056002,1.8654640774988704,2.2853023216742625,1.1839560684313177,2.396792447272286,1.1217673729773485,1.055001888320894,1.3696634664799368,1.1452828097776466,1.1016160220796924,1.013856610259441,1.3420656056850513
b0246,0.322878556288261,0.5408541906754128,0.9758708244337465,0.0,1.2413881028070533,0.0,0.8233708645336977,0.0,1.0705956605685032,0.7249970606194904,0.0,0.6509347258881173,0.9914130251855942,1.30726945745005,0.649548732336484,1.624589854851665,0.5420065703906911,0.0,0.0,0.0,1.4349125265696796,0.0,0.0,0.6305127985349352,0.0
b4504,0.7812138579926241,0.9835154953478514,0.943566728769172,0.0,0.0,0.0,0.63334187363356,0.6739981844016094,0.0,0.3914859060390675,0.0,0.8613613067355662,0.0,0.0,1.3946151275354683,1.3174595874980257,0.0,0.0,0.0,0.0,0.0,0.6980623183102701,0.9127960138394969,0.0,0.0
b0247,0.8766283525458479,0.8139810807008081,1.6546677577134836,1.4933703640229967,0.0,0.875186889150837,0.8233708645336977,0.0,0.0,0.9034468664472939,0.7221278501734235,1.0978604737000421,0.41075040061159723,1.208435201958166,1.0958264750297309,0.7608723800117376,0.6852628367208586,2.021075919657349,1.4257448738117326,0.0,1.940891977802814,0.6592582983616497,0.0,0.7914558803718283,0.4508959680781304
b0248,0.6053236660255154,1.2738206646249395,0.739700001357585,0.0,2.6319077408851483,1.8483509636927966,1.3781937137049975,1.105715705677326,0.8174592079434013,1.1415793731698423,1.0090837380779774,1.1276932273173492,0.7523955249540414,0.7494377994937075,1.1256226983941657,1.0584039710047817,1.178667281272626,1.7587783441843146,0.5242317685787341,0.48697573267359684,0.669168257674659,0.37961374795445546,0.5129067833102982,0.46439634403271196,0.4660023333229847
b0249,0.7352474983661272,1.4895242951900884,1.4372612283054402,0.0,1.4893596101680306,2.109737178072834,1.8274479367382714,1.071524950061644,1.969305591487027,0.6569319009066752,1.1960444530672274,0.811878200453523,1.2074393296892774,1.203311197832402,0.8102354677208268,0.7571719891316251,1.1429948930287037,1.3333509884964632,0.0,0.0,1.089954512734267,0.0,0.8611525567810938,0.0,0.0
b0250,5.922460497540986,6.812675761059184,6.278799683669838,6.118188770709143,6.774241398300578,6.468905076654855,6.302146404550568,5.787517556071614,6.68724071297267,6.373729224419254,5.848248589586161,6.322585090766634,6.5337062462346855,5.801654829146678,6.597373848318544,6.790772152477055,5.795259563403645,6.798157023360028,6.545263680785897,5.00489814800713,5.893835091233223,6.480044406570463,5.125803707523898,6.347779756303227,6.292901331848337
b0251,3.9589511234755097,4.314264033969803,3.8467460013716344,4.213621800377069,4.253719458389463,3.7599553815388176,3.885461970704994,3.962499749966803,4.032720887752984,3.879384711224766,3.3815031061316714,4.081225368807855,3.9549566224557724,3.697165839934261,4.389395025687246,3.368304466766097,3.2954262546513444,3.9807522151929557,4.355984039802551,3.609618019203751,3.2541875198695576,3.7491574812985426,3.2967374202157904,3.3815125343577206,3.7245288253956192
b0252,0.6619357249422982,1.4644463027278638,0.5837159404613399,0.0,1.3692359213417475,1.554060438505159,1.3152867941812516,0.0,0.7123716798842363,0.8137233985575576,0.24912088435013063,1.5778485353773077,0.6538897514450106,0.0,0.9107305237494252,1.0054385414997318,1.1601786285633953,1.8728489001160475,0.5746735389147501,0.2918362315162018,1.7254259499838538,0.0,0.3084668012553286,0.0,0.8887807981017065
b0253,3.443331916871436,4.586047516901739,3.1028916471105785,3.909963966746258,4.678299141178561,4.471601366463906,4.447416786061559,3.7920876032858417,4.782704401204635,4.3774641177289855,4.068687077998592,4.832466634147026,4.489128336641805,3.753173929559218,4.860310093451196,4.630677382484349,3.633730071787955,5.229555976129707,4.80746186350448,3.2201222658769693,4.539775756501284,4.253158472808505,3.299434656351056,4.620774611656767,4.3679066664278245
b0254,3.0245919939528285,2.787684430164479,3.5149798331873967,2.959873665789383,3.3872012495506847,3.3712062885385046,3.1377055971638184,2.8794191544177123,2.7804634145422273,3.426804460840124,2.5911487822960595,2.8246714449773815,3.290877531090514,2.559727250293528,2.977749225339404,3.3332522890058303,2.552376949151706,3.258279388459765,3.3217273816338464,2.6689524795585955,2.4711856249391224,2.8442806177615614,3.1874654924776857,3.288878439820511,2.7808737249332878
b4587,5.349272717826497,5.178554867050542,5.247292365237674,4.634922251053289,5.127313631071093,4.812792400623206,4.9691528949920345,5.109719518404567,4.950403183230689,4.949042171476159,4.9373119924086275,5.069738434132666,5.088161678126508,5.2014480545583694,4.948498922900584,5.24676277632238,5.1483395345771905,5.227931659957453,5.324013981470139,4.646039492468191,4.831914724144708,4.668322546903782,4.791586834567094,4.8473483381546005,4.6049094655096
b0256,3.1526881820251322,2.948056450558761,3.156652747802381,3.2123904131507817,2.77340165726763,2.5449843180262945,2.8821964742994384,2.97917213080487,2.8832891648035712,2.8694647411667216,2.790265536413567,2.8978579827375888,2.6904859584463123,2.883167756688324,3.0393171933565912,2.785600428128051,3.074944272406697,3.1563974061485927,2.93246387608752,3.006991786830752,2.830589336883051,3.034854101661143,3.529360593407188,2.9927540568799182,2.823055787404397
b0258,4.157308666082626,4.303213909478878,4.523507649501729,4.367852092085802,4.820516467370029,4.401891623795141,4.275312778840978,3.946688822073095,4.493454295395815,4.440541717089749,4.316668124120901,4.016943490407375,4.412125646403867,4.1848463073788205,4.082179304325026,4.4566859793158,4.338639173715996,4.340350679618481,4.625972840526724,3.8904283514794638,4.43057354196138,4.100504080496668,4.004261809533188,4.573751246490919,4.226076436639408
b0259,6.557311804856797,7.006836119093546,6.687423234700618,6.465842048364029,7.355290903998169,6.943667745113142,7.262469428474813,6.568745441369953,6.759666637343256,7.222663741509971,6.355121193116909,6.764954941250667,7.037457445533565,6.557945962059161,6.912333303479658,7.1734635147248484,6.477319590892454,6.9485940830143464,7.266229743232629,6.471357190220646,6.5469389581495205,6.3890351550428575,6.265024299860433,6.583146537765062,6.736200893897051
b0260,4.407661609405904,4.067099583397629,4.815258772420515,5.0204277914112785,4.366072212948959,3.689751375556092,3.664240316541796,4.605926385708517,4.308565211720007,4.046773593049439,4.568780052565242,4.099553056869524,4.068535788933366,4.5540140582666755,4.051821401602807,4.140367140762449,4.60534901690545,3.934460234431844,3.9645097844838344,4.088635836023552,3.7385385294938014,3.5636693455139015,3.716184906506774,3.545540173649789,3.68275012650876
b0261,4.332687193746288,4.685170823294033,3.7919872560100267,4.7542732163149015,4.920973616225259,5.116631128025569,5.027039019263883,4.607575652594173,4.91894503069582,4.931798060588275,4.549541309148258,4.959892789545035,5.02192085931583,4.612148328907784,4.928915764036839,5.204079289164734,4.527922874231705,5.2158408404056456,4.932246868718253,4.361411641008785,5.128007633485104,4.480466432078743,3.64980070636324,4.712614890700412,4.655178389060919
b0262,1.7491585837987096,2.2205851409758406,1.4656603818233571,2.1071527740733806,2.3627769785791086,2.570689663312113,2.2087579585930666,1.40132049211064,2.5473845292059667,2.4406137407087516,1.7517400456545782,2.36633815366706,2.336746515064273,0.6755586962160599,1.3530373469111978,2.1636709740114872,1.335409780404844,1.92111619842617,1.9565621441603702,1.2679190652298393,1.8428648652796498,1.8102905765062385,1.3203611992970656,1.7358112724708645,2.2256756226929
b0264,3.6680149234147916,3.9128357018074396,3.5072087757318364,3.8822147181435303,4.152610025288022,4.06962303501016,3.793565080867072,3.871796510047628,3.4681190807454563,4.172099125168456,3.3095810828849253,3.6861722026577306,3.879333603797896,3.4080306709413817,3.2098577187012065,4.068276242637323,3.4305801742870017,3.5675740753309646,4.182609233017845,2.7762061372371,3.179821812850136,3.2053256099167156,3.196117421358545,3.046582896053598,3.717341294314818
b0265,5.203008661855997,4.737596200143296,5.473923499231391,5.150294122016533,5.332585905490093,5.153929339296421,5.001458340288155,5.048395343603346,4.454022312313648,5.3879247860980115,5.52067519569467,4.90235872411749,5.290561506687032,5.324820282339955,4.898666629881607,5.186220823156427,5.2192342170185615,4.81215867125197,4.91397449673328,4.198547459792887,4.144432693507873,4.673991548534241,4.731164381699837,4.815346494456386,5.031394533755117
b0266,4.56828789987229,4.696568435041273,4.97110950698545,5.151383121277378,4.817208694101118,4.818096086859454,4.6668427251173155,4.713391200033053,5.280972125141961,5.101059283864024,5.05408805159876,4.976276753772626,5.130055348921943,5.1229749084101055,4.796547207181826,5.240668977794313,4.999294521759438,4.960588226050529,5.097329470086218,4.459545791877372,4.448705710428196,4.501335844164222,4.737741843673389,4.797816117232312,5.317963232041653
b0267,1.2516642824513304,1.525269028472779,1.3267784390540747,0.8071580167451144,1.2107938122671646,1.0240344437332685,0.5096900975751391,0.9378416749815444,1.1451944277439958,1.0965802818761134,0.9553027329554217,0.703051261622798,0.9651002972421208,1.3154341549917585,1.0676363283306893,1.518216251604565,1.3962203323173332,2.5203634826132393,0.6063349331094219,0.7121420846431255,2.0987608151200563,1.0541819183901138,0.8861990701380508,1.1422677163488761,1.570348516158903
b0268,1.7143203872989254,4.010429710190674,2.0554788369574037,2.7476024426903973,4.6079818866183,4.140398671237244,4.198814538239865,2.0193778995139122,3.929996564463899,3.8403324172425606,2.1404062402115476,3.628753940838061,3.7113738884488425,2.034027914344712,3.860778302347785,3.800943365193797,2.172972328692433,4.158178377546125,3.64445069446849,2.3943855018395297,4.168800353916953,3.5409047471077724,1.197518056287957,4.205489266317906,3.9121120595507257
b0269,1.6544634955447803,3.556667095283365,2.0801990007991815,2.176393029275158,3.7618516777802475,3.862708298654132,3.296977886409096,2.055604594197885,3.4419455647642874,3.415584136800858,2.02514008520208,3.2159926439777027,3.424884587803136,1.7917618482398032,3.6316111937048277,3.5261876432471304,1.9259719932254105,4.253358510336335,3.826100905474136,2.30247237454249,4.1419895993733125,3.3794774013102638,2.0995880899083468,3.9890773589522204,3.588181002664968
