Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
p1k_00213	5363636	4221283	22606	233805	0	0	0	0	33896	0	0	0	0	571422	222266	58358	78.70189177639945	5363636.0	5129831.0	95.64	233805.0	4.36	p1k_00213_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5363636.0	0.0	21-101	51.0	25.11922976768719	99.77497951016812	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	5370658	1644986	5370658	542436458	1950588	538122673	0.7952608893408857	0.0175	0.4459	0.5366
p1k_00214	6699959	5327739	4349	269021	0	0	0	0	32658	0	0	0	0	708174	288337	69681	79.51897914599179	6699959.0	6430938.0	95.98	269021.0	4.02	p1k_00214_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6699959.0	0.0	20-101	51.0	22.231239437355928	99.77052367036872	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	6707188	1981744	6707188	677425988	369968	674200236	0.4761777754531614	0.0177	0.4394	0.5429
p1k_00215	11561560	8824504	9876	506447	0	0	0	0	128215	0	0	0	0	1498822	459520	134176	76.32623971159602	11561560.0	11055113.0	95.62	506447.0	4.38	p1k_00215_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11561560.0	0.0	20-101	50.0	18.477863924258305	99.57794743961888	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	11579963	3392534	11579963	1169576263	632761	1164034660	0.4738128820933501	0.0203	0.4567	0.5229
p1k_00216	11847038	9082672	10066	487804	0	0	0	0	98412	0	0	0	0	1562625	475433	130026	76.66618440828839	11847038.0	11359234.0	95.88	487804.0	4.12	p1k_00216_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11847038.0	0.0	20-101	51.0	17.37285309995868	99.77083858429424	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	11858526	3627018	11858526	1197711126	3774862	1188674524	0.7544892757387645	0.0182	0.4634	0.5185
p1k_00217	12196350	9113701	4538	522679	0	0	0	0	108719	0	0	0	0	1920230	425198	101285	74.72482341028258	12196350.0	11673671.0	95.71	522679.0	4.29	p1k_00217_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12196350.0	0.0	20-101	51.0	15.68244372671234	99.75003816715656	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	12214414	3627481	12214414	1233655814	656087	1227556038	0.4944471489354972	0.02	0.4783	0.5016
p1k_00218	10062745	7593082	43622	436784	0	0	0	0	115870	0	0	0	0	1408426	363836	101125	75.45736277725412	10062745.0	9625961.0	95.66	436784.0	4.34	p1k_00218_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10062745.0	0.0	20-101	50.0	18.61770784745157	99.5823280824467	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	10078335	3134074	10078335	1017911835	3985153	1009418011	0.8344361179374636	0.022	0.4826	0.4954
p1k_00233	3870662	2604557	10626	76185	0	0	0	0	21661	0	0	0	0	936035	148244	73354	67.28970393178221	3870662.0	3794477.0	98.03	76185.0	1.97	p1k_00233_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3870662.0	0.0	20-35	52.0	30.272553957576815	34.59410483271337	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	2.6	3894250	1264160	3894250	136298750	810174	133740093	1.877241720852172	0.0436	0.4865	0.4699
p1k_00234	4236135	3225379	6661	68028	0	0	0	0	24821	0	0	0	0	652308	161730	97208	76.13966504844628	4236135.0	4168107.0	98.39	68028.0	1.61	p1k_00234_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4236135.0	0.0	20-35	52.0	31.104550114981866	34.5813598952819	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	4262155	1365025	4262155	149175425	903951	146433850	1.8378194665776888	0.0445	0.4382	0.5173
p1k_00235	3945761	3002673	7337	60324	0	0	0	0	18400	0	0	0	0	618660	152532	85835	76.09870440708396	3945761.0	3885437.0	98.47	60324.0	1.53	p1k_00235_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3945761.0	0.0	20-35	52.0	31.316815302780338	34.58231859456262	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	3968501	1270886	3968501	138897535	776072	136404074	1.7951801664442786	0.0426	0.4418	0.5156
p1k_00236	3931895	2961819	2796	64881	0	0	0	0	30450	0	0	0	0	599309	167179	105461	75.32802885122823	3931895.0	3867014.0	98.35	64881.0	1.65	p1k_00236_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3931895.0	0.0	20-35	50.0	27.70720558038923	34.51382475879951	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	3956246	1130686	3956246	138468610	167228	136795495	1.208299122812022	0.0474	0.4437	0.5089
p1k_00237	3828443	2936675	5541	68747	0	0	0	0	25604	0	0	0	0	530945	154282	106649	76.7067708726498	3828443.0	3759696.0	98.2	68747.0	1.8	p1k_00237_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3828443.0	0.0	20-35	51.0	28.0156433734538	34.519334361253385	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	3853771	1236496	3853771	134881985	866321	132351750	1.8758880216657547	0.0439	0.4379	0.5181
p1k_00238	3318302	2187035	3978	45117	0	0	0	0	13929	0	0	0	0	866591	142438	59214	65.90825669273019	3318302.0	3273185.0	98.64	45117.0	1.36	p1k_00238_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3318302.0	0.0	20-35	51.0	29.30423372351793	34.52634299108399	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	3336919	1064079	3336919	116792165	634827	114735677	1.7608098967940184	0.0464	0.4789	0.4747
p1k_00239	3987961	2653736	2747	51726	0	0	0	0	14844	0	0	0	0	1031702	161129	72077	66.54367984039963	3987961.0	3936235.0	98.7	51726.0	1.3	p1k_00239_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3987961.0	0.0	20-35	51.0	27.30464522516347	34.50518623426859	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	4005088	1300958	4005088	140178080	623790	137756414	1.7275639672051435	0.0439	0.4804	0.4757
p1k_00240	3920188	2873018	7384	81218	0	0	0	0	28745	0	0	0	0	672660	158720	98443	73.28776068902818	3920188.0	3838970.0	97.93	81218.0	2.07	p1k_00240_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3920188.0	0.0	20-35	50.0	28.71025501383702	34.514357219602736	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	3943690	1261237	3943690	138029150	823774	135511230	1.8241943821287023	0.0458	0.4525	0.5017
p1k_00241	4373131	3110109	5120	96059	0	0	0	0	15167	0	0	0	0	904786	153296	88594	71.1185875748977	4373131.0	4277072.0	97.8	96059.0	2.2	p1k_00241_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4373131.0	0.0	20-35	51.0	25.85867087471845	34.51175279222141	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	4393705	1227633	4393705	153779675	172745	151979438	1.170659906778968	0.0403	0.4993	0.4604
p1k_00242	3924171	2833324	1905	72861	0	0	0	0	17057	0	0	0	0	778038	137308	83678	72.20184849233124	3924171.0	3851310.0	98.14	72861.0	1.86	p1k_00242_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3924171.0	0.0	20-35	52.0	30.00613028843715	34.59709681356903	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	2.6	3941923	1274322	3941923	137967305	644967	135574555	1.7342876995386698	0.0381	0.5015	0.4604
p1k_00243	4337132	3339217	4916	71651	0	0	0	0	26709	0	0	0	0	608819	169915	115905	76.99136203371259	4337132.0	4265481.0	98.35	71651.0	1.65	p1k_00243_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4337132.0	0.0	20-35	52.0	27.312417571451192	34.58325755360916	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	2.6	4363615	1384824	4363615	152726525	919633	149930934	1.830455449700044	0.0396	0.455	0.5054
p1k_00244	4017576	3087729	3634	72294	0	0	0	0	31876	0	0	0	0	549090	155109	117844	76.85552183704802	4017576.0	3945282.0	98.2	72294.0	1.8	p1k_00244_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4017576.0	0.0	20-35	52.0	30.123889598900373	34.582846223693096	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	4036543	1290781	4036543	141279005	681525	138856552	1.714658876596703	0.0385	0.457	0.5045
p1k_00245	3713991	2773924	7923	52926	0	0	0	0	28957	0	0	0	0	609752	146137	94372	74.68849547562178	3713991.0	3661065.0	98.57	52926.0	1.43	p1k_00245_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3713991.0	0.0	20-35	52.0	32.81897923504833	34.584516494520315	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	2.6	3730495	1180581	3730495	130567325	607522	128359085	1.6912654065632422	0.0481	0.4585	0.4934
p1k_00246	3926344	2889932	3390	58308	0	0	0	0	28710	0	0	0	0	703045	145169	97790	73.60363737869122	3926344.0	3868036.0	98.51	58308.0	1.49	p1k_00246_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3926344.0	0.0	20-35	51.0	30.0696150462996	34.52349743170746	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	3943884	1124309	3943884	138035940	156841	136386750	1.1947540618769286	0.0487	0.4754	0.476
p1k_00247	3774797	2627953	8260	52650	0	0	0	0	16524	0	0	0	0	872129	128431	68850	69.61839272416503	3774797.0	3722147.0	98.61	52650.0	1.39	p1k_00247_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3774797.0	0.0	20-35	51.0	27.401448691382157	34.505807332155875	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	3791758	1230127	3791758	132711530	602633	130398667	1.7427747234923747	0.0376	0.4982	0.4642
p1k_00248	4051844	2742749	12184	57332	0	0	0	0	13635	0	0	0	0	1022909	134048	68987	67.69137706190071	4051844.0	3994512.0	98.59	57332.0	1.41	p1k_00248_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4051844.0	0.0	20-35	51.0	26.51674299421172	34.49964386585466	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	4073373	1132695	4073373	142568055	169415	140903379	1.1676360458168558	0.037	0.5107	0.4523
p1k_00249	4283486	3161292	2972	97911	0	0	0	0	20099	0	0	0	0	764836	144357	92019	73.80185204293885	4283486.0	4185575.0	97.71	97911.0	2.29	p1k_00249_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4283486.0	0.0	20-35	51.0	28.30199527064326	34.585699824862274	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	2.6	4305020	1366318	4305020	150675700	779705	148037440	1.750952542447123	0.0363	0.4894	0.4743
p1k_00250	4304088	3190132	9129	82886	0	0	0	0	16681	0	0	0	0	782471	137209	85580	74.11865184912575	4304088.0	4221202.0	98.07	82886.0	1.93	p1k_00250_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4304088.0	0.0	20-35	51.0	25.815898688437343	34.51995567934485	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	4325684	1231748	4325684	151398940	169437	149595853	1.1909508745569817	0.0341	0.4927	0.4731
p1k_00251	4063187	2795478	2760	78384	0	0	0	0	19440	0	0	0	0	938167	155839	73119	68.80013152237395	4063187.0	3984803.0	98.07	78384.0	1.93	p1k_00251_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4063187.0	0.0	20-35	51.0	28.137617891593077	34.49790693856817	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	4088291	1153247	4088291	143090185	171569	141397029	1.1832789230092895	0.0454	0.5135	0.4411
p1k_00252	3738425	2440223	6071	59968	0	0	0	0	15769	0	0	0	0	1007698	146200	62496	65.27409269946568	3738425.0	3678457.0	98.4	59968.0	1.6	p1k_00252_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3738425.0	0.0	20-35	52.0	30.05722207412561	34.6004523295238	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	2.6	3760144	1037278	3760144	131605040	162894	130081787	1.1574427544720172	0.0454	0.5421	0.4125
p1k_00253	3353903	2426329	1713	47221	0	0	0	0	16409	0	0	0	0	661316	133168	67747	72.34344583012687	3353903.0	3306682.0	98.59	47221.0	1.41	p1k_00253_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3353903.0	0.0	20-35	50.0	26.605312771572216	34.50941127396946	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	3369880	942946	3369880	117945800	137547	116560772	1.1742919205262077	0.0422	0.4968	0.4611
p1k_00254	4384753	2860552	1611	65986	0	0	0	0	16060	0	0	0	0	1207395	166854	66295	65.23861207233338	4384753.0	4318767.0	98.5	65986.0	1.5	p1k_00254_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4384753.0	0.0	20-35	51.0	26.09643082920399	34.606405423521004	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	2.6	4405297	1195394	4405297	154185395	173274	152427550	1.1400852849908385	0.0486	0.5267	0.4247
p1k_00255	11179459	8507639	1962	590215	0	0	0	0	222550	0	0	0	0	1234332	439772	182989	76.10063241879594	11179459.0	10589244.0	94.72	590215.0	5.28	p1k_00255_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11179459.0	0.0	20-101	50.0	19.764320657902164	99.5606064658406	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	11212625	3337356	11212625	1132475125	340600	1127214357	0.4645371791278859	0.0221	0.4375	0.5404
p1k_00256	10156369	7674210	945	725200	0	0	0	0	188809	0	0	0	0	1021202	378675	167328	75.56056697034147	10156369.0	9431169.0	92.86	725200.0	7.14	p1k_00256_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10156369.0	0.0	20-101	51.0	17.289079378532602	99.78549578102174	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	2.6	10196781	3037355	10196781	1029874881	307614	1025178619	0.4560031598634553	0.0192	0.4468	0.534
p1k_00257	11323843	8291406	4479	417434	0	0	0	0	152973	0	0	0	0	1881051	442069	134431	73.22077849366157	11323843.0	10906409.0	96.31	417434.0	3.69	p1k_00257_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11323843.0	0.0	20-101	50.0	19.18359870494672	99.61463418381904	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	2.6	11344801	3252671	11344801	1145824901	288974	1140768758	0.4412666364282477	0.0312	0.4841	0.4847
p1k_00258	11281471	8185473	6298	495046	0	0	0	0	176649	0	0	0	0	1829405	445122	143478	72.55678802879518	11281471.0	10786425.0	95.61	495046.0	4.39	p1k_00258_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11281471.0	0.0	20-101	50.0	20.269807587506836	99.57287289928767	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	2.6	11307751	3226601	11307751	1142082851	282301	1137151341	0.4317996715984312	0.033	0.4825	0.4844
p1k_00259	6889902	5054307	745	387367	0	0	0	0	165166	0	0	0	0	900978	258593	122746	73.35818419478245	6889902.0	6502535.0	94.38	387367.0	5.62	p1k_00259_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6889902.0	0.0	20-101	51.0	25.69491215514671	99.55518989965314	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	6919959	2101977	6919959	698915859	360762	695583543	0.4767835723126723	0.0363	0.435	0.5286
p1k_00260	8685781	6436683	786	466483	0	0	0	0	214902	0	0	0	0	1087707	323585	155635	74.10597849519806	8685781.0	8219298.0	94.63	466483.0	5.37	p1k_00260_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8685781.0	0.0	20-101	51.0	19.46191631595796	99.79307583278924	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	8728217	2697505	8728217	881549917	6919055	870875218	1.210901254046627	0.0323	0.4437	0.524
p1k_00261	7914983	5919579	1047	471900	0	0	0	0	178983	0	0	0	0	935701	287420	120353	74.78953523968403	7914983.0	7443083.0	94.04	471900.0	5.96	p1k_00261_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7914983.0	0.0	20-101	52.0	19.83775025480437	99.79749091059324	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	7948101	2453526	7948101	802758201	5840984	793525284	1.1501491966694963	0.0301	0.4894	0.4805
p1k_00262	8045404	5961008	1325	504156	0	0	0	0	164057	0	0	0	0	1012987	287514	114357	74.09209034126813	8045404.0	7541248.0	93.73	504156.0	6.27	p1k_00262_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8045404.0	0.0	20-101	51.0	23.02551282613357	99.54476642813712	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	2.6	8071816	2499875	8071816	815253416	4890380	806840525	1.0319356944589608	0.0356	0.4864	0.478
p1k_00263	7256324	5202521	1992	389674	0	0	0	0	211017	0	0	0	0	1040837	278897	131386	71.69637133071787	7256324.0	6866650.0	94.63	389674.0	5.37	p1k_00263_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7256324.0	0.0	20-101	51.0	25.899014774709144	99.50521365914751	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	2.6	7282035	2237369	7282035	735485535	4893108	727433079	1.0948489965883557	0.0465	0.4175	0.5361
p1k_00264	7300249	5324773	1263	458883	0	0	0	0	187269	0	0	0	0	916972	273997	137092	72.93960795035895	7300249.0	6841366.0	93.71	458883.0	6.29	p1k_00264_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7300249.0	0.0	20-101	51.0	25.49527523758955	99.48866045528035	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	2.6	7341486	2248157	7341486	741490086	6561404	731753505	1.3131100717103856	0.0363	0.4233	0.5404
p1k_00265	7413850	5016921	21313	463960	0	0	0	0	248241	0	0	0	0	1289057	240393	133965	67.66957788463483	7413850.0	6949890.0	93.74	463960.0	6.26	p1k_00265_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7413850.0	0.0	20-101	51.0	27.28297897248899	99.45833703136697	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	7458182	2259874	7458182	753276382	7218619	742948535	1.3710567922730916	0.0764	0.4116	0.512
p1k_00266	8820171	6229991	3995	506257	0	0	0	0	272213	0	0	0	0	1355411	297773	154531	70.63344917008979	8820171.0	8313914.0	94.26	506257.0	5.74	p1k_00266_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8820171.0	0.0	20-101	52.0	21.31898681068726	99.80136575583398	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	8869539	2613175	8869539	895823439	269142	891899177	0.4380619918117592	0.0456	0.4283	0.5261
p1k_00267	10316516	6805890	1159583	476687	0	0	0	0	176891	0	0	0	0	1204315	354518	138632	65.97081805524269	10316516.0	9839829.0	95.38	476687.0	4.62	p1k_00267_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10316516.0	0.0	20-101	51.0	20.422466901881165	99.58472705320284	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	2.6	10336529	3002232	10336529	1043989429	283874	1039426516	0.4370650576769394	0.0247	0.4117	0.5636
p1k_00268	10591198	7765540	139051	512062	0	0	0	0	187323	0	0	0	0	1431336	398722	157164	73.3206951659293	10591198.0	10079136.0	95.17	512062.0	4.83	p1k_00268_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10591198.0	0.0	20-101	50.0	21.163053085569604	99.57647529580696	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	2.6	10618586	3085101	10618586	1072477186	285127	1067741630	0.4415530756101324	0.025	0.46	0.515
p1k_00269	11445444	8347472	410849	436518	0	0	0	0	170811	0	0	0	0	1476461	444099	159234	72.93270579979247	11445444.0	11008926.0	96.19	436518.0	3.81	p1k_00269_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11445444.0	0.0	20-101	50.0	18.656661217756483	99.59866703292596	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	11468636	3363383	11468636	1158332236	294551	1153120365	0.4499461240928462	0.024	0.4382	0.5378
p1k_00270	10634291	7987732	43316	479416	0	0	0	0	185638	0	0	0	0	1379815	398118	160256	75.11297180037673	10634291.0	10154875.0	95.49	479416.0	4.51	p1k_00270_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10634291.0	0.0	20-101	50.0	20.13095206412993	99.57663900677537	pass	pass		pass	warn	pass	pass	warn	fail	fail	pass	2.6	10660908	3141369	10660908	1076751708	287425	1071940439	0.4468317964349121	0.0213	0.4549	0.5237
p1k_00271	16541962	12304367	8263	748437	0	0	0	0	2342	0	0	0	0	2810039	659181	9333	74.38275459706654	8629795.0	7986010.0	92.54	643785.0	7.46	p1k_00271_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8629795.0	0.0	20-98	51.0	61.284056486239066	96.7778472142154	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	2.6	8658437	2628417	8658437	848526826	6896954	837695938	1.2764343646101768	0.0029	0.9349	0.0623
p1k_00272	18175764	13362394	5028	633688	0	0	0	0	1120	0	0	0	0	3557788	605406	10340	73.51764690606679	9421504.0	8892527.0	94.39	528977.0	5.61	p1k_00272_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9421504.0	0.0	20-98	52.0	58.41459986795089	97.2518829265476	pass	pass	warn	pass	fail	pass	pass	warn	warn	pass	pass	2.6	9434777	2799646	9434777	924608146	280982	919861831	0.5133325961417605	0.001	0.9497	0.0493
p1k_00273	17586975	15005535	2473	333945	0	0	0	0	936	0	0	0	0	1674926	561434	7726	85.32186461856004	9058324.0	8765016.0	96.76	293308.0	3.24	p1k_00273_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9058324.0	0.0	20-98	51.0	55.72694103842421	96.98269017535694	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	2.6	9066388	2726195	9066388	888506024	268420	883590383	0.5532479090991509	0.008	0.8535	0.1385
p1k_00274	14577866	12372499	4223	273611	0	0	0	0	2546	0	0	0	0	1481489	437235	6263	84.8718118276022	7602434.0	7370825.0	96.95	231609.0	3.05	p1k_00274_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7602434.0	0.0	20-98	52.0	54.88497950562606	96.73868474228122	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	2.6	7607321	2473324	7607321	745517458	1740882	737540666	1.0699671636663404	0.0066	0.8744	0.1189
p1k_00275	8435602	6658033	648	400963	0	0	0	0	71725	0	0	0	0	869281	338183	96769	78.9277753976539	8435602.0	8034639.0	95.25	400963.0	4.75	p1k_00275_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8435602.0	0.0	20-101	51.0	19.819114798069087	99.76820338370636	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	8459025	2474616	8459025	854361525	600369	850248140	0.4814571910878126	0.019	0.4529	0.5281
p1k_00276	10522551	8172373	1364	443115	0	0	0	0	83919	0	0	0	0	1287130	423196	111454	77.66532089034304	10522551.0	10079436.0	95.79	443115.0	4.21	p1k_00276_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10522551.0	0.0	20-101	51.0	22.140665471217925	99.39214416732216	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	10545607	3164442	10545607	1065106307	7168740	1053418220	1.0973634202693725	0.0263	0.4582	0.5154
p1k_00277	7851432	6341994	449	351115	0	0	0	0	76430	0	0	0	0	638056	331624	111764	80.77499747816704	7851432.0	7500317.0	95.53	351115.0	4.47	p1k_00277_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7851432.0	0.0	20-101	51.0	19.372601337024392	99.7689221533091	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	7872345	2335803	7872345	795106845	568058	791254006	0.4845687122716192	0.0155	0.4243	0.5602
p1k_00278	8808199	6999309	717	438583	0	0	0	0	79233	0	0	0	0	796288	373259	120810	79.46356570735969	8808199.0	8369616.0	95.02	438583.0	4.98	p1k_00278_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8808199.0	0.0	20-101	51.0	18.715492332715456	99.7630110309724	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	8829656	2651716	8829656	891795256	6592594	881358072	1.1703565285617532	0.0176	0.4317	0.5507
