Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
p1k_00154	4351611	2448037	1027	64248	0	0	0	0	8988	0	0	0	0	1584593	177488	67230	56.25587857002843	4351611.0	4287363.0	98.52	64248.0	1.48	p1k_00154_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4351611.0	0.0	20-35	50.0	21.653916680912264	34.63032035721943	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	4370543	1110769	4370543	152969005	161649	151330501	1.0711346393342889	0.0485	0.5646	0.3869
p1k_00155	5699287	2472779	1780814	302990	0	0	0	0	1785	0	0	0	0	962512	174340	4067	43.38751496459118	5699287.0	5396297.0	94.68	302990.0	5.32	p1k_00155_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5699287.0	0.0	20-150	52.0	23.7009625361438	137.17662472516298	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	5706374	3256075	5706374	855956100	2590925	785713749	8.206302986800376	0.3503	0.3507	0.299
p1k_00157	4209432	2896528	8649	53172	0	0	0	0	12461	0	0	0	0	1006358	153434	78830	68.8104238291532	4209432.0	4156260.0	98.74	53172.0	1.26	p1k_00157_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4209432.0	0.0	20-35	51.0	25.527270477624253	34.53251483810642	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	4226462	1326398	4226462	147926170	614211	145516674	1.6288503920570647	0.115	0.4302	0.4549
p1k_00158	3632658	2082805	833368	64708	0	0	0	0	11881	0	0	0	0	464761	112429	62706	57.33556530782694	3632658.0	3567950.0	98.22	64708.0	1.78	p1k_00158_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3632658.0	0.0	20-35	51.0	24.243865761250326	34.54378804720951	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	3648147	1117242	3648147	127685145	553568	125621586	1.6161308349534318	0.2592	0.3544	0.3864
p1k_00159	4085490	2986588	4196	53984	0	0	0	0	12138	0	0	0	0	752535	182482	93567	73.10232065186794	4085490.0	4031506.0	98.68	53984.0	1.32	p1k_00159_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4085490.0	0.0	20-35	52.0	26.96604867673051	34.57972850257864	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	4103006	1300425	4103006	143605210	624070	141233400	1.6516183500584691	0.0789	0.4096	0.5115
p1k_00160	4161897	2658815	22081	59016	0	0	0	0	20149	0	0	0	0	1159549	152266	90021	63.88469008243116	4161897.0	4102881.0	98.58	59016.0	1.42	p1k_00160_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4161897.0	0.0	20-35	51.0	24.68352179780163	34.534734281026175	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	4181278	1296175	4181278	146344730	704239	143891372	1.6764238794249715	0.184	0.3695	0.4466
p1k_00161	14059527	11782060	3937	482039	0	0	0	0	72991	0	0	0	0	920087	548629	249784	83.80125448032499	14059527.0	13577488.0	96.57	482039.0	3.43	p1k_00161_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14059527.0	0.0	20-101	51.0	16.116208920076147	99.76953918862276	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	14079450	4280257	14079450	1422024450	5448109	1410357773	0.8204273140310633	0.0144	0.4098	0.5758
p1k_00162	13335173	11179685	3820	422689	0	0	0	0	77645	0	0	0	0	895199	527419	228716	83.83607021821165	13335173.0	12912484.0	96.83	422689.0	3.17	p1k_00162_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13335173.0	0.0	20-101	51.0	15.564075048335829	99.7575915962995	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	13351511	3965983	13351511	1348502611	661457	1341907507	0.4890686859782432	0.0143	0.4062	0.5795
p1k_00163	11008873	9067475	1411	383119	0	0	0	0	989	0	0	0	0	1105006	389754	61119	82.36515218224427	11008873.0	10625754.0	96.52	383119.0	3.48	p1k_00163_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11008873.0	0.0	20-101	52.0	16.29463344217743	99.72334134474984	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11031928	3250349	11031928	1114224728	555731	1108434667	0.5196493000467676	0.0136	0.4393	0.5472
p1k_00164	7723055	6050375	3199	339852	0	0	0	0	21919	0	0	0	0	897577	343678	66455	78.34173134854018	7723055.0	7383203.0	95.6	339852.0	4.4	p1k_00164_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7723055.0	0.0	20-101	51.0	17.8299966356506	99.76304506442077	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	2.6	7751299	2228553	7751299	782881199	7552002	771987704	1.3914620780157476	0.0186	0.4471	0.5343
p1k_00165	13311287	10760195	9646	425940	0	0	0	0	40819	0	0	0	0	1483721	442414	148552	80.83512135227797	13311287.0	12885347.0	96.8	425940.0	3.2	p1k_00165_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13311287.0	0.0	20-101	51.0	16.22172300989897	99.63466537833644	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	13324226	3927726	13324226	1345746826	629849	1339183025	0.487744118966995	0.0158	0.4369	0.5473
p1k_00166	13703063	10782028	8442	547122	0	0	0	0	115824	0	0	0	0	1526170	523200	200277	78.68334254903448	13703063.0	13155941.0	96.01	547122.0	3.99	p1k_00166_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13703063.0	0.0	20-101	51.0	17.182441703042528	99.7709714973944	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	2.6	13721416	4191441	13721416	1385863016	4839111	1374966068	0.786293296970413	0.0143	0.4458	0.5399
p1k_00167	14041203	11094575	4909	576454	0	0	0	0	108575	0	0	0	0	1600245	527375	129070	79.01441920610364	14041203.0	13464749.0	95.89	576454.0	4.11	p1k_00167_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14041203.0	0.0	20-101	50.0	16.18554887458526	99.61296264999515	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	14059012	4090766	14059012	1419960212	663675	1413287776	0.4699030257053428	0.018	0.4617	0.5204
p1k_00168	13844790	11035508	5422	446731	0	0	0	0	99680	0	0	0	0	1608570	522136	126743	79.7087424222397	13844790.0	13398059.0	96.77	446731.0	3.23	p1k_00168_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13844790.0	0.0	20-101	50.0	16.3534723316988	99.61517220557336	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	13860947	4302186	13860947	1399955647	4447183	1389199804	0.7682988402560441	0.0199	0.4547	0.5254
p1k_00169	7918088	5845612	6380	243833	0	0	0	0	1070	0	0	0	0	1526054	262831	32308	73.82605497690857	7918088.0	7674255.0	96.92	243833.0	3.08	p1k_00169_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7918088.0	0.0	20-101	51.0	21.61940959085093	99.36232181304376	pass	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass	2.6	7930536	2292567	7930536	800984136	4380345	792591372	1.0478065198534718	0.0166	0.5297	0.4537
p1k_00170	7663600	5862138	6680	146173	0	0	0	0	1207	0	0	0	0	1410202	226974	10226	76.49326687196618	7663600.0	7517427.0	98.09	146173.0	1.91	p1k_00170_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7663600.0	0.0	20-101	52.0	18.08475766228824	99.57367346938776	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	2.6	7669728	2302404	7669728	774642528	2479237	767302189	0.9475775902662552	0.0169	0.5175	0.4656
p1k_00171	12872555	10059440	8217	538805	0	0	0	0	97564	0	0	0	0	1430842	546547	191140	78.14641304698252	12872555.0	12333750.0	95.81	538805.0	4.19	p1k_00171_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12872555.0	0.0	20-101	50.0	16.968306486320873	99.54321189538518	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass	2.6	12896277	3842130	12896277	1302523977	633117	1296036929	0.4980367436261022	0.0174	0.442	0.5406
p1k_00172	13591553	10775489	9576	524540	0	0	0	0	84357	0	0	0	0	1420222	592861	184508	79.28077828928012	13591553.0	13067013.0	96.14	524540.0	3.86	p1k_00172_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13591553.0	0.0	20-101	50.0	16.037855696488045	99.60347827801576	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass	2.6	13608258	4061867	13608258	1374434058	653229	1367678382	0.4915241994097908	0.0183	0.4442	0.5375
p1k_00173	10310512	8470116	3358	371501	0	0	0	0	83857	0	0	0	0	752910	457449	171321	82.15029476712698	10310512.0	9939011.0	96.4	371501.0	3.6	p1k_00173_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10310512.0	0.0	20-101	50.0	16.75293689372127	99.53904151413626	pass	pass	warn	pass	warn	pass	pass	warn	fail	warn	pass	2.6	10325737	3201986	10325737	1042899437	743932	1036820354	0.5829021269286581	0.0166	0.403	0.5804
p1k_00174	12350619	10150707	2825	449103	0	0	0	0	86457	0	0	0	0	913237	542824	205466	82.1878401398343	12350619.0	11901516.0	96.36	449103.0	3.64	p1k_00174_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12350619.0	0.0	20-101	51.0	19.83356041897028	99.70510514493242	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	12363848	3820677	12363848	1248748648	823978	1241876582	0.550316191413406	0.0155	0.4031	0.5814
p1k_00175	8407486	6504248	2054	389881	0	0	0	0	24596	0	0	0	0	1064164	358260	64283	77.36257901589131	8407486.0	8017605.0	95.36	389881.0	4.64	p1k_00175_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8407486.0	0.0	20-101	51.0	18.726269427766987	99.74896895457216	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	2.6	8441355	2559962	8441355	852576855	403279	848304850	0.5010697833217628	0.0212	0.4787	0.5001
p1k_00176	8370565	6425808	936	403418	0	0	0	0	24948	0	0	0	0	1088852	359752	66851	76.76671765884382	8370565.0	7967147.0	95.18	403418.0	4.82	p1k_00176_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8370565.0	0.0	20-101	50.0	23.384103297750688	99.17356379169148	pass	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass	2.6	8408759	2398544	8408759	849284659	9377853	836351763	1.5227987298425931	0.0202	0.4719	0.5079
p1k_00177	14745471	11985881	6167	492183	0	0	0	0	90950	0	0	0	0	1323437	607950	238903	81.28516884947248	14745471.0	14253288.0	96.66	492183.0	3.34	p1k_00177_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14745471.0	0.0	20-101	52.0	18.208488200697364	99.7931459768223	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass	2.6	14766394	4377978	14766394	1491405794	756705	1484633280	0.454102701440893	0.0173	0.4207	0.562
p1k_00178	13794528	11260197	4074	453450	0	0	0	0	102846	0	0	0	0	1163216	562938	247807	81.62799771039647	13794528.0	13341078.0	96.71	453450.0	3.29	p1k_00178_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13794528.0	0.0	20-101	51.0	16.609333538183073	99.62332991748612	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	13811812	4098373	13811812	1394993012	712123	1388663696	0.4537166814137418	0.0151	0.419	0.5659
p1k_00179	14769152	11729613	4140	545566	0	0	0	0	119555	0	0	0	0	1580459	571988	217831	79.41967825911738	14769152.0	14223586.0	96.31	545566.0	3.69	p1k_00179_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14769152.0	0.0	20-101	50.0	16.943871378673762	99.61259143382098	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	14792483	4452769	14792483	1494040783	5910677	1481982288	0.8071061471151287	0.0172	0.4351	0.5477
p1k_00180	15217275	12041489	4006	540438	0	0	0	0	110586	0	0	0	0	1724614	564345	231797	79.13038963940653	15217275.0	14676837.0	96.45	540438.0	3.55	p1k_00180_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15217275.0	0.0	20-101	52.0	19.18564358155114	99.79698730554584	pass	pass	warn	pass	warn	pass	pass	warn	fail	fail	pass	2.6	15242149	4569031	15242149	1539457049	6042771	1527135268	0.8003978420836085	0.0186	0.4403	0.5411
p1k_00181	14308827	11659923	4274	538630	0	0	0	0	124027	0	0	0	0	1182719	579358	219896	81.48762298964128	14308827.0	13770197.0	96.24	538630.0	3.76	p1k_00181_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14308827.0	0.0	20-101	50.0	15.709535871995516	99.5417372786742	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	14329383	4295286	14329383	1447267683	710651	1439618891	0.5284987766841471	0.0163	0.402	0.5817
p1k_00182	13566819	11128204	4841	506395	0	0	0	0	117671	0	0	0	0	1029699	536584	243425	82.02515269054595	13566819.0	13060424.0	96.27	506395.0	3.73	p1k_00182_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13566819.0	0.0	20-101	50.0	16.59559023613332	99.53727237018494	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	13588624	4072580	13588624	1372451024	684068	1365305895	0.520610854234752	0.0167	0.3981	0.5852
p1k_00183	8159938	6224774	2287	408844	0	0	0	0	34516	0	0	0	0	1065218	349495	74804	76.28457471122942	8159938.0	7751094.0	94.99	408844.0	5.01	p1k_00183_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8159938.0	0.0	20-101	51.0	17.607712394658854	99.766747982644	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	2.6	8197734	2315828	8197734	827971134	9436394	815106563	1.5537463169579533	0.032	0.43	0.538
p1k_00184	9343226	7124373	1222	451258	0	0	0	0	32237	0	0	0	0	1260140	392915	81081	76.25174645245657	9343226.0	8891968.0	95.17	451258.0	4.83	p1k_00184_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9343226.0	0.0	20-101	50.0	22.0957927825789	99.16730944964831	pass	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass	2.6	9387835	2666707	9387835	948171335	10718669	933506482	1.5466458917997137	0.0195	0.441	0.5395
p1k_00185	7998898	6392375	379	417589	0	0	0	0	67900	0	0	0	0	683978	333550	103127	79.91569588710846	7998898.0	7581309.0	94.78	417589.0	5.22	p1k_00185_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7998898.0	0.0	20-101	50.0	25.332774095982018	99.2355244434921	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	8026594	2375975	8026594	810685994	577189	806756430	0.484720844949	0.0166	0.4312	0.5522
p1k_00186	8592205	6938843	283	382257	0	0	0	0	79741	0	0	0	0	719610	357328	114143	80.75741907927011	8592205.0	8209948.0	95.55	382257.0	4.45	p1k_00186_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8592205.0	0.0	20-101	50.0	24.111987519123616	99.36333362623448	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	8612655	2572612	8612655	869878155	6305905	859899237	1.1471627310838723	0.0167	0.43	0.5533
p1k_00189	7326270	5219549	1439	477586	0	0	0	0	81168	0	0	0	0	1119757	325935	100836	71.24428938600407	7326270.0	6848684.0	93.48	477586.0	6.52	p1k_00189_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7326270.0	0.0	20-101	50.0	25.69683474254385	99.23265454317136	pass	pass	fail	pass	warn	warn	pass	warn	fail	fail	pass	2.6	7364507	2161617	7364507	743815207	581840	740165386	0.4906892149625007	0.031	0.4558	0.5132
p1k_00190	9053003	6599686	841	530427	0	0	0	0	101531	0	0	0	0	1279872	412135	128511	72.90051709913274	9053003.0	8522576.0	94.14	530427.0	5.86	p1k_00190_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9053003.0	0.0	20-101	50.0	24.04270145113692	99.22069947397566	pass	pass	fail	pass	warn	warn	pass	warn	fail	fail	pass	2.6	9113140	2679905	9113140	920427140	678849	915925631	0.4890673910376002	0.0274	0.4566	0.5161
p1k_00191	12869990	10532738	14680	482908	0	0	0	0	74738	0	0	0	0	1069758	557518	137650	81.83951968882648	12869990.0	12387082.0	96.25	482908.0	3.75	p1k_00191_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12869990.0	0.0	20-101	50.0	17.76137807274562	99.61887942414872	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	12886326	3842315	12886326	1301518926	712087	1295238526	0.4825438858043928	0.019	0.4349	0.5461
p1k_00192	11583932	9542626	10403	288579	0	0	0	0	142189	0	0	0	0	931335	512826	155974	82.3781251478341	11583932.0	11295353.0	97.51	288579.0	2.49	p1k_00192_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11583932.0	0.0	20-101	50.0	15.520220728248509	99.62110274818602	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	11608719	3456062	11608719	1172480619	394686	1167151211	0.4545412447453001	0.0197	0.4352	0.5451
p1k_00193	11665432	9121962	7138	535315	0	0	0	0	118030	0	0	0	0	1340133	431080	111774	78.19652114040869	11665432.0	11130117.0	95.41	535315.0	4.59	p1k_00193_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11665432.0	0.0	20-101	51.0	17.389999568875524	99.76194434976776	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	11683188	3610202	11683188	1180001988	4513594	1170253630	0.8261306420782063	0.0204	0.4628	0.5168
p1k_00194	11768486	8904065	238273	498761	0	0	0	0	112087	0	0	0	0	1489218	421307	104775	75.6602421076084	11768486.0	11269725.0	95.76	498761.0	4.24	p1k_00194_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11768486.0	0.0	20-101	51.0	16.636389147926085	99.76625268534968	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	11785423	3492032	11785423	1190327723	633995	1184635005	0.4782479555842455	0.0189	0.4712	0.5099
p1k_00195	10044662	8026112	6527	403414	0	0	0	0	153670	0	0	0	0	906619	395712	152608	79.904251631364	10044662.0	9641248.0	95.98	403414.0	4.02	p1k_00195_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10044662.0	0.0	20-101	50.0	18.97545063069683	99.59044017608556	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	10065487	3001562	10065487	1016614187	386375	1012000583	0.4538205406728207	0.0208	0.4449	0.5344
p1k_00196	9380923	7476893	6056	337520	0	0	0	0	169851	0	0	0	0	847174	382987	160442	79.70316993327842	9380923.0	9043403.0	96.4	337520.0	3.6	p1k_00196_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9380923.0	0.0	20-101	51.0	17.802470022844485	99.79818659635092	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	9400831	2881044	9400831	949483931	4073973	941281937	0.863837052130164	0.0207	0.4274	0.5519
p1k_00197	13499066	10776021	5289	653315	0	0	0	0	83746	0	0	0	0	1318767	543200	118728	79.82790068586968	13499066.0	12845751.0	95.16	653315.0	4.84	p1k_00197_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13499066.0	0.0	20-101	51.0	16.94235135525951	99.76456297050476	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	13518649	4224980	13518649	1365383549	4918059	1354354620	0.8077531773454815	0.0225	0.4459	0.5316
p1k_00198	12718089	10074999	12589	564924	0	0	0	0	75256	0	0	0	0	1362719	520795	106807	79.21786834484331	12718089.0	12153165.0	95.56	564924.0	4.44	p1k_00198_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12718089.0	0.0	20-101	50.0	18.131622778594103	99.60206049823996	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	12732089	3994893	12732089	1285940989	4145940	1276014298	0.7719398545433566	0.0202	0.457	0.5227
p1k_00199	11459042	8599768	4217	601373	0	0	0	0	69012	0	0	0	0	1622004	457387	105281	75.04787922061897	11459042.0	10857669.0	94.75	601373.0	5.25	p1k_00199_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11459042.0	0.0	20-101	51.0	19.164110849932733	99.73454936285248	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	11472322	3586338	11472322	1158704522	3826875	1149314727	0.8103701005492409	0.024	0.4811	0.4949
p1k_00200	11795458	9155190	6545	530558	0	0	0	0	64270	0	0	0	0	1427478	497190	114227	77.61623160372407	11795458.0	11264900.0	95.5	530558.0	4.5	p1k_00200_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11795458.0	0.0	20-101	51.0	18.22640452144913	99.73986919371846	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	11813712	3725795	11813712	1193184912	4395957	1183094966	0.845631376874132	0.0228	0.4772	0.5
p1k_00201	10285568	8081595	5568	468168	0	0	0	0	79833	0	0	0	0	1110838	424632	114934	78.57217997100403	10285568.0	9817400.0	95.45	468168.0	4.55	p1k_00201_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10285568.0	0.0	21-101	51.0	18.862614450827657	99.7329825635298	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	10298220	3174720	10298220	1040120220	3568903	1031971080	0.7834805865037409	0.0211	0.4536	0.5253
p1k_00202	14650086	11372958	9850	698490	0	0	0	0	103557	0	0	0	0	1702833	604306	158092	77.63065691218468	14650086.0	13951596.0	95.23	698490.0	4.77	p1k_00202_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14650086.0	0.0	20-101	50.0	16.113456218329926	99.57801271610283	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	14673943	4504017	14673943	1482068243	5892270	1469571695	0.8431830355331351	0.0216	0.4595	0.5189
p1k_00203	4478416	3515949	2804	202698	0	0	0	0	36375	0	0	0	0	478122	189910	52558	78.50876291974662	4478416.0	4275718.0	95.47	202698.0	4.53	p1k_00203_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4478416.0	0.0	20-101	50.0	25.25157860230116	99.57713173586376	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	4484931	1323031	4484931	452978031	254914	450832679	0.4736106065152639	0.0203	0.44	0.5396
p1k_00204	4314153	3394903	2585	214657	0	0	0	0	24460	0	0	0	0	450215	178826	48507	78.6922253336866	4314153.0	4099496.0	95.02	214657.0	4.98	p1k_00204_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4314153.0	0.0	20-101	51.0	27.586398611077804	99.76662070167656	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	4319778	1324385	4319778	436297578	1578087	432787195	0.8045845718630141	0.0182	0.44	0.5418
p1k_00205	11745927	9007517	4743	559792	0	0	0	0	57619	0	0	0	0	1587128	436095	93033	76.68630155797835	11745927.0	11186135.0	95.23	559792.0	4.77	p1k_00205_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11745927.0	0.0	20-101	51.0	18.91555696762306	99.7548845655179	pass	pass		pass	warn	fail	pass	warn	fail	warn	pass	2.6	11756878	3679870	11756878	1187444678	3507210	1178480611	0.7549039686714567	0.0204	0.4795	0.5001
p1k_00206	12807829	10075662	36565	559555	0	0	0	0	64508	0	0	0	0	1460516	498384	112639	78.66799283469508	12807829.0	12248274.0	95.63	559555.0	4.37	p1k_00206_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12807829.0	0.0	20-101	50.0	18.998932508103035	99.58572900996728	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	12820993	4037306	12820993	1294920293	4053924	1284773262	0.7836027479723805	0.02	0.4833	0.4967
p1k_00207	12032414	8889868	6356	493164	0	0	0	0	407968	0	0	0	0	1549927	509204	175927	73.88266394424261	12032414.0	11539250.0	95.9	493164.0	4.1	p1k_00207_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12032414.0	0.0	20-100	51.0	21.512530705518664	99.0107750614299	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	12054587	3575483	12054587	1205458700	602422	1198792276	0.5530196928355986	0.0215	0.455	0.5235
p1k_00208	11212210	8281395	11234	473736	0	0	0	0	365434	0	0	0	0	1436451	476965	166995	73.86050564518503	11212210.0	10738474.0	95.77	473736.0	4.23	p1k_00208_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11212210.0	0.0	20-100	51.0	22.76872938449286	98.98592980331264	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	11237518	3326354	11237518	1123751800	597708	1117617104	0.5459120065480652	0.0228	0.4566	0.5206
p1k_00209	11627486	9329504	9339	362571	0	0	0	0	180388	0	0	0	0	1069929	504892	170863	80.23663928728875	11627486.0	11264915.0	96.88	362571.0	3.12	p1k_00209_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11627486.0	0.0	20-101	51.0	15.142957855249984	99.79242150882833	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	11655541	3666087	11655541	1177209641	5362357	1166573042	0.9035433137435542	0.0199	0.4483	0.5318
p1k_00210	10291173	8177657	25692	438532	0	0	0	0	58307	0	0	0	0	1068763	426713	95509	79.46282702661786	10291173.0	9852641.0	95.74	438532.0	4.26	p1k_00210_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10291173.0	0.0	20-101	50.0	19.04225737200581	99.60626082177416	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	10309639	3097073	10309639	1041273539	542405	1036342827	0.473527062325551	0.0208	0.4794	0.4999
p1k_00211	12946556	10102127	9611	682567	0	0	0	0	100570	0	0	0	0	1372202	529155	150324	78.02945431974341	12946556.0	12263989.0	94.73	682567.0	5.27	p1k_00211_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12946556.0	0.0	20-101	51.0	16.173669237210127	99.76934406339416	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	12966983	3972366	12966983	1309665283	5262025	1298646794	0.841320995755524	0.02	0.4534	0.5265
p1k_00212	14058934	11063404	8614	697068	0	0	0	0	107541	0	0	0	0	1439733	581809	160765	78.69305026967194	14058934.0	13361866.0	95.04	697068.0	4.96	p1k_00212_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14058934.0	0.0	20-101	51.0	16.209957452939843	99.76913427433402	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	14077733	4320674	14077733	1421851033	5254650	1410316846	0.8112092429024526	0.0197	0.4473	0.533
